t_10hz_mean,timestamp_mean,speed_kmh_mean,lat_mean,lon_mean,alt_mean,vert_acc_mean,horiz_acc_mean,course_mean,difcourse_mean,hdop_mean,vdop_mean,pdop_mean,active_mean,acc_x_mean,acc_y_mean,acc_z_mean,acc_x_kf_mean,acc_y_kf_mean,acc_z_kf_mean,roll_mean,pitch_mean,yaw_mean,x_lane_mean,phi_mean,road_width_mean,lane_state_mean,dist_front_mean,ttc_front_mean,num_vehicles_mean,gps_speed_mean,max_speed_mean,speed_rel_mean,num_lanes_mean,lat_osm_mean,lon_osm_mean,osm_delay_mean,gps_speed_osm_mean,speed_ratio_mean,label
1199.5,119.95,126.52728182022975,40.48516953166285,-3.4002912269424783,589.0560941839782,4.791927011573199,11.533333333333333,230.62623839210184,0.9837557617162872,-0.19208333333333333,-0.11009655285813115,0.0,1.0,-0.011742083333333332,-0.0014470833333333332,-6.0833333333333204e-05,-0.011999166666666667,-0.0010533333333333334,2.083333333333659e-06,-1.5597412499999999,-0.004753333333333335,0.31581750000000003,-0.41777000000000003,-0.2742704166666666,3.4915120833333337,1.3075,10.422895833333335,-0.48018749999999993,0.5995833333333334,129.734125,119.26994733508651,1.0166666666666666,2.9757781171597615,40.485695809443065,-3.4042872540629103,1.2074994927724907,129.37579753411939,1.0554892424469968,0
1439.5,143.95,132.49916666666667,40.4812339525,-3.40868865875,585.7882083333334,4.03375,5.0,240.87108333333336,0.8671725,0.13708333333333333,0.18333333333333332,0.0,1.0,-0.011904583333333335,-0.0012291666666666664,-0.00024375,-0.01157625,-0.0012341666666666666,-0.00024958333333333375,-1.5530079166666666,-0.008043749999999999,0.30631916666666664,-0.11287708333333332,0.028113750000000007,3.9361304166666664,1.68125,8.5725125,-0.5706166666666667,0.55875,132.51083333333332,120.0,1.0166666666666666,3.0,40.48155811708333,-3.4079878920833333,1.2210645833333333,132.37712499999998,1.1041597222222224,0
1679.5,167.95,131.71345833333336,40.4777162425,-3.417548319583333,583.255625,4.0304166666666665,5.0,244.47579166666662,0.8649174999999999,0.13291666666666666,0.13333333333333333,0.0,1.0,-0.012165416666666668,-0.0011450000000000002,-0.0014745833333333336,-0.011809583333333333,-0.0011516666666666667,-0.0015079166666666665,-1.5493116666666666,-0.010379583333333334,0.30204875,-0.11681250000000001,0.029245833333333332,3.9286279166666667,1.68375,11.6630375,-0.4305833333333334,0.6025,131.602,120.0,1.02,3.0,40.47801624375,-3.41681351125,1.2516520833333333,131.731625,1.0976121527777778,0
1919.5,191.95,127.28545833333332,40.47468014583333,-3.42634634625,581.2448333333334,4.12625,5.0,247.65833333333333,0.9090524999999998,0.15375,0.058333333333333334,0.0,1.0,-0.012150416666666669,-0.0006625000000000001,-0.0010954166666666664,-0.011752083333333333,-0.0006245833333333332,-0.0011045833333333333,-1.5493704166666666,-0.01256125,0.3115616666666667,-0.08932874999999998,0.03293833333333333,3.9168870833333336,1.6941666666666666,14.092016666666666,-0.2432875,0.7383333333333333,127.17941666666665,120.0,1.02,3.0,40.47494592416667,-3.42555964125,1.3239395833333334,127.30016666666667,1.0607121527777776,0
2159.5,215.95,123.42529166666667,40.472078177916664,-3.4350224958333335,579.8353750000001,4.184583333333333,5.0,250.62154166666664,0.9181545833333333,0.14583333333333334,0.058333333333333334,0.0,1.0,-0.012122083333333334,0.0002479166666666667,-0.00241625,-0.011720416666666667,0.0002595833333333331,-0.0024770833333333333,-1.5495837499999998,-0.014398749999999998,0.32379291666666665,-0.08617791666666666,0.028344583333333333,3.9066570833333327,1.7095833333333332,14.367433333333333,-0.15205416666666666,0.87,123.313875,118.85,1.02,2.9425,40.472283985833336,-3.4342838804166664,1.27844625,123.48629166666666,1.0404989583333335,0
2399.5,239.95,117.50679166666666,40.47001365666667,-3.4435979229166667,579.0057916666666,4.1175,5.0,256.2588333333333,1.5363425,0.14166666666666666,0.058333333333333334,0.0,1.0,-0.01343375,-0.001567916666666667,-0.0038887500000000003,-0.013047916666666666,-0.0014762500000000001,-0.0039320833333333334,-1.5508125,-0.01585416666666667,0.2939916666666667,-0.07629666666666667,0.028714999999999997,3.913965833333333,1.65375,16.062858333333335,-0.002354166666666657,0.9520833333333333,117.38087500000002,114.04583333333333,1.02,2.7425,40.47012638,-3.442930429583333,1.2077641666666667,117.60029166666668,1.033988988095238,0
2639.5,263.95,110.65104166666667,40.468465494583334,-3.451984806666666,579.4669166666667,4.09625,5.0,254.67495833333334,2.218856666666667,-0.041666666666666664,-0.12916666666666668,0.0,0.9791666666666666,-0.014904583333333334,-0.0021454166666666666,-0.006288333333333333,-0.014382916666666665,-0.0020791666666666667,-0.006290416666666668,-1.5541404166666666,-0.0014245833333333307,0.41953125,-0.2551533333333333,-0.15136666666666665,3.656405,1.46,16.196308333333334,0.06093333333333334,1.0141666666666667,110.66583333333334,107.42916666666666,1.02,2.5425,40.46856516458334,-3.451338975833334,1.2177245833333332,110.872125,1.0447787698412698,0
2879.5,287.95,105.98937500000001,40.46733764416667,-3.4594186183333324,581.0273333333333,4.055416666666667,5.0,238.56762500000002,2.8739670833333335,-0.02125,-0.06666666666666667,0.0,0.9791666666666666,-0.014968333333333333,-0.0007954166666666666,-0.008242083333333334,-0.014485416666666667,-0.0007920833333333334,-0.008287083333333334,-1.557215,0.01033041666666667,0.15965000000000001,-0.24494625,-0.15154499999999999,3.641955,1.4741666666666666,15.760729166666666,0.07480416666666666,0.9316666666666666,106.04370833333334,103.5375,1.065,2.3425,40.46741893833333,-3.4588697608333328,1.2566875000000002,106.08016666666667,1.0377822420634921,0
3119.5,311.95,100.72866666666665,40.46661879083333,-3.4654192016666667,581.5968333333333,4.045833333333333,5.0,220.70641666666663,3.035427916666667,0.024166666666666666,0.04583333333333333,0.0,0.9791666666666666,-0.01507,-0.00014625000000000022,-0.008479166666666668,-0.0145875,-9.208333333333346e-05,-0.008537500000000002,-1.5588066666666667,0.010090833333333332,-0.1152475,-0.24396083333333332,-0.15711,3.5900312500000005,1.4816666666666667,14.927195833333336,0.11512083333333333,0.9925,100.7875,100.725,1.065,2.16125,40.46667282041667,-3.4649800987500003,1.2800720833333332,100.869125,1.0138349041005292,0
3359.5,335.95,99.44412500000001,40.466289517916664,-3.4697303766666665,582.7905833333333,4.020833333333333,5.0,203.72233333333332,3.0641175,0.02,0.17875,0.0,0.9791666666666666,-0.014736250000000001,-0.0002874999999999995,-0.009542499999999999,-0.014306666666666665,-0.00021000000000000028,-0.009580000000000002,-1.5627566666666666,0.009191250000000002,-0.4046808333333333,-0.23780875000000004,-0.15464875,3.512635833333333,1.4579166666666667,15.176629166666668,0.12378750000000001,0.95125,99.61529166666666,100.725,1.0595833333333333,2.24,40.466320511250004,-3.469418179583333,1.27152375,99.463625,1.0031303902116402,0
