t_sec,speed_kmh,lat,lon,alt,vert_acc,horiz_acc,course,difcourse,hdop,vdop,pdop,active,acc_x,acc_y,acc_z,acc_x_kf,acc_y_kf,acc_z_kf,roll,pitch,yaw,x_lane,phi,road_width,lane_state,dist_front,ttc_front,num_vehicles,gps_speed,max_speed,speed_rel,road_type_osm,num_lanes,lane_id,lat_osm,lon_osm,osm_delay,gps_speed_osm,driver,behavior,road_type
14,75.2,40.505695,-3.354856,603.4,3,5,271.4,0.703,0,0,0,1.0,-0.015099999999999999,0.016900000000000002,-0.0436,-0.004200000000000001,0.019700000000000002,-0.0325,-1.6888999999999998,-0.0189,-1.5341,0.0,0.0,3.5,-1.0,-1.0,-1.0,0.0,73.2875,-1.0,-1,-,-1,-1,0.0,0.0,-1.0,75.2,D3,Normal,motor
15,78.3,40.505703,-3.355109,604.0,3,5,272.1,1.406,0,0,0,1.0,0.013999999999999999,0.0167,-0.07039999999999999,0.009,0.014799999999999999,-0.07089999999999999,-1.639,-0.027000000000000003,-1.5515,0.0,0.0,3.5,-1.0,-1.0,-1.0,0.5,77.1375,-1.0,-1,-,-1,-1,0.0,0.0,-1.0,78.3,D3,Normal,motor
16,78.7,40.505714,-3.355369,603.2,3,5,273.5,2.109,0,0,0,1.0,-0.0256,-0.0046,-0.053700000000000005,-0.0233,-0.0017000000000000001,-0.056400000000000006,-1.59,-0.0201,-1.5678,0.12718518518518518,0.03807407407407407,3.5795555555555554,0.37037037037037035,4.4675,-0.63,1.0,78.55,-1.0,-1,-,-1,-1,0.0,0.0,-1.0,78.7,D3,Normal,motor
17,77.8,40.50573,-3.355628,601.8,4,5,274.6,2.461,0,0,0,1.0,-0.0105,0.0026000000000000003,-0.0228,-0.0097,0.00019999999999999982,-0.0235,-1.5735,-0.0167,-1.5774000000000001,0.40803703703703703,0.04692592592592592,3.3694074074074076,2.0,9.426666666666668,-0.30888888888888894,0.7777777777777778,78.19999999999999,-1.0,-1,-,-1,-1,0.0,0.0,-1.0,77.8,D3,Normal,motor
18,77.9,40.505745,-3.355879,601.2,3,5,275.3,1.758,0,0,0,1.0,0.0037000000000000006,-0.031,-0.0229,0.0009999999999999998,-0.0223,-0.0252,-1.5535,-0.005699999999999999,-1.5783,0.3442608695652174,-0.025478260869565218,3.094173913043478,2.0,-1.0,-1.0,0.0,77.87142857142858,-1.0,-1,-,-1,-1,0.0,0.0,-1.0,77.9,D3,Normal,motor
19,77.1,40.505768,-3.356141,601.1,3,5,274.2,1.055,0,0,0,1.0,-0.009600000000000001,-0.028200000000000003,0.026600000000000002,-0.0068000000000000005,-0.034800000000000005,0.0264,-1.5642,0.0314,-1.5523,-0.10723076923076923,-0.11288461538461539,2.872423076923077,2.0,-1.0,-1.0,0.3333333333333333,77.45555555555556,-1.0,-1,-,-1,-1,0.0,0.0,-1.0,77.1,D3,Normal,motor
20,78.3,40.505779,-3.3564,600.6,3,5,273.9,1.406,2,0,0,1.0,-0.004000000000000002,0.029699999999999997,-0.014799999999999999,-0.0023000000000000004,0.0261,-0.0131,-1.5736,0.0267,-1.5352999999999999,-0.7935217391304349,-0.11321739130434783,2.9870000000000005,1.565217391304348,1.49,-0.7485714285714286,2.0,77.78571428571429,-1.0,-1,-,-1,-1,0.0,0.0,-1.0,78.3,D3,Normal,motor
21,78.0,40.505795,-3.356657,600.7,3,5,274.2,0.352,0,0,0,1.0,-0.0024999999999999996,0.0183,-0.0099,-0.006899999999999999,0.0212,-0.011600000000000001,-1.5637,-0.0063,-1.5414999999999999,0.0,0.0,3.478,0.0,17.67375,0.8125,2.0,78.1125,-1.0,-1,-,-1,-1,0.0,0.0,-1.0,78.0,D3,Normal,motor
22,78.0,40.505817,-3.35692,600.0,3,5,275.3,1.406,0,0,0,1.0,-0.0071,-0.0060999999999999995,-0.0153,-0.0062,-0.0046,-0.0134,-1.5587,-0.0098,-1.5459,0.0,0.0,3.478,0.0,20.085714285714285,0.9257142857142856,2.0,78.0,-1.0,-1,-,-1,-1,0.0,0.0,-1.0,78.0,D3,Normal,motor
23,77.7,40.505829,-3.35718,599.9,3,5,275.3,1.055,1,0,0,1.0,0.0004999999999999998,0.00039999999999999964,0.0284,0.0031,0.0013000000000000002,0.022699999999999998,-1.5606,-0.0041,-1.5436,0.5135714285714286,0.08800000000000001,3.254714285714286,1.9047619047619047,21.88,1.0114285714285713,2.0,77.87142857142858,-1.0,-1,-,-1,-1,0.0,0.0,-1.0,77.7,D3,Normal,motor
24,78.6,40.505844,-3.357434,599.6,3,5,275.6,0.352,1,2,0,1.0,-0.016,0.005699999999999999,0.0419,-0.0166,0.0010999999999999998,0.041499999999999995,-1.579,-0.0017000000000000001,-1.5436,0.43235999999999997,-0.09876,3.105,1.92,24.61428571428571,1.1328571428571428,2.0,78.21428571428571,-1.0,-1,-,-1,-1,0.0,0.0,-1.0,78.6,D3,Normal,motor
25,80.7,40.505867,-3.357707,599.7,3,5,276.0,0.703,0,1,0,1.0,-0.0031,-0.0046,0.0312,-0.0078,0.0017000000000000001,0.0329,-1.6125,-0.004,-1.5421,0.30196153846153845,-0.20553846153846156,3.041346153846154,1.8846153846153846,25.612222222222222,1.1555555555555554,2.0,79.76666666666667,-1.0,-1,-,-1,-1,0.0,0.0,-1.0,80.7,D3,Normal,motor
26,83.4,40.50589,-3.357978,599.8,3,5,276.7,1.055,0,0,0,1.0,-0.0194,-0.006,0.006500000000000001,-0.012,-0.008,0.011,-1.6222999999999999,-0.0153,-1.5402,0.09099999999999998,-0.22487500000000002,3.1448750000000003,1.9166666666666667,27.8475,1.2175,2.25,82.3875,-1.0,-1,-,-1,-1,0.0,0.0,-1.0,83.4,D3,Normal,motor
27,86.5,40.505917,-3.358264,599.4,4,5,276.7,0.703,0,1,0,1.0,-0.0045000000000000005,-0.0158,-0.0189,-0.008700000000000001,-0.016,-0.016300000000000002,-1.6145,-0.012199999999999999,-1.5373999999999999,0.08827272727272727,-0.12368181818181818,3.271818181818182,1.5,31.38375,1.325,1.625,85.3375,-1.0,-1,-,-1,-1,0.0,0.0,-1.0,86.5,D3,Normal,motor
28,87.8,40.505943,-3.358541,599.3,4,5,276.0,0.703,0,1,0,1.0,-0.0229,-0.0147,-0.0381,-0.0198,-0.014400000000000001,-0.0411,-1.5793,-0.0034000000000000002,-1.5272999999999999,-0.29172,-0.02396,3.58952,1.72,36.11,1.49125,1.0,87.15,-1.0,-1,-,-1,-1,0.0,0.0,-1.0,87.8,D3,Normal,motor
29,86.8,40.505962,-3.358822,599.0,3,5,275.3,1.406,0,1,0,1.0,-0.0093,-0.038400000000000004,0.0049,-0.0104,-0.037,0.0030999999999999995,-1.5695999999999999,0.0036,-1.5073,-0.12234615384615385,0.07211538461538461,3.2771153846153847,1.8461538461538463,35.03,1.4444444444444444,1.0,87.24444444444444,-1.0,-1,-,-1,-1,0.0,0.0,-1.0,86.8,D3,Normal,motor
