t_sec,speed_kmh,lat,lon,alt,vert_acc,horiz_acc,course,difcourse,hdop,vdop,pdop,active,acc_x,acc_y,acc_z,acc_x_kf,acc_y_kf,acc_z_kf,roll,pitch,yaw,x_lane,phi,road_width,lane_state,dist_front,ttc_front,num_vehicles,gps_speed,max_speed,speed_rel,road_type_osm,num_lanes,lane_id,lat_osm,lon_osm,osm_delay,gps_speed_osm,driver,behavior,road_type
25,76.8,40.505848,-3.357232,605.3,3,5,274.6,1.055,0,0,0,1.0,-0.005300000000000001,0.0124,0.022,-0.0127,0.012,0.023,-1.6710999999999998,0.028100000000000003,-1.0946,0.01873076923076923,-0.01003846153846154,4.0669615384615385,1.0769230769230769,16.155,0.32749999999999996,2.0,72.4,90.0,1,motorway_link,2,1,40.505798,-3.356529,2.13,72.4,D2,Normal,motor
27,84.2,40.505886,-3.357765,606.3,3,5,274.2,0.352,1,0,0,1.0,-0.0108,0.027100000000000003,-0.0010000000000000002,-0.0174,0.023799999999999998,0.003,-1.6795000000000002,0.0063,-1.0894,-0.644,-0.028772727272727273,4.401636363636364,2.0,-1.0,-1.0,1.0,80.08000000000001,120.0,1,motorway,4,1,40.505848,-3.357232,1.745,80.9,D2,Normal,motor
28,87.9,40.505905,-3.35805,605.9,3,5,275.6,1.406,2,0,0,1.0,-0.0028000000000000004,0.0195,-0.0686,-0.007899999999999999,0.0242,-0.0616,-1.6597000000000002,0.0016,-1.0969,-0.8402692307692308,0.02523076923076923,4.044576923076923,2.0,-1.0,-1.0,1.0,83.54,120.0,1,motorway,4,1,40.505886,-3.357765,0.851,84.2,D2,Normal,motor
30,87.0,40.505932,-3.358337,605.6,3,5,276.0,1.758,2,0,0,1.0,-0.020399999999999998,-0.034499999999999996,0.022,-0.0182,-0.027000000000000003,0.018099999999999998,-1.5864,-0.0033,-1.0993,-0.590047619047619,0.10804761904761906,3.240666666666667,2.0,-1.0,-1.0,1.0,87.17999999999999,120.0,1,motorway,4,1,40.505905,-3.35805,1.912,87.0,D2,Normal,motor
30,88.7,40.505947,-3.358623,605.2,3,5,276.0,0.352,1,0,0,1.0,-0.020399999999999998,-0.034499999999999996,0.022,-0.0182,-0.027000000000000003,0.018099999999999998,-1.5864,-0.0033,-1.0993,-0.590047619047619,0.10804761904761906,3.240666666666667,2.0,-1.0,-1.0,1.0,87.17999999999999,120.0,1,motorway,4,1,40.505905,-3.35805,1.912,87.0,D2,Normal,motor
32,89.6,40.505978,-3.359208,604.5,3,5,273.9,2.109,0,3,0,1.0,-0.010666666666666666,-0.012555555555555556,-0.051000000000000004,-0.012222222222222223,-0.015111111111111112,-0.05233333333333333,-1.5793333333333335,0.022555555555555558,-1.0605555555555555,-0.19210526315789472,0.04963157894736842,2.4031052631578946,1.9473684210526316,-1.0,-1.0,1.4,90.3,120.0,1,motorway,3,1,40.505947,-3.358624,1.741,90.7,D2,Normal,motor
34,86.6,40.505997,-3.35979,605.0,3,5,270.7,3.164,0,3,0,1.0,-0.0038,-0.0214,-0.0147,-0.0052,-0.0219,-0.016900000000000002,-1.5292999999999999,0.0434,-1.0145,0.01838095238095238,0.11280952380952382,2.3901904761904764,2.0,-1.0,-1.0,1.0,89.1,120.0,1,motorway,3,1,40.505978,-3.359208,1.299,89.1,D2,Normal,motor
36,85.9,40.505997,-3.360076,605.1,3,5,268.9,3.867,0,2,0,1.0,-0.028699999999999996,0.023899999999999998,-0.0029000000000000002,-0.029199999999999997,0.0217,-0.0016,-1.5558,0.0407,-0.952,-0.1618076923076923,-0.0014615384615384612,2.4273461538461536,1.9615384615384615,72.98,2.815,1.75,85.9,120.0,1,motorway,3,1,40.505989,-3.359499,1.745,85.9,D2,Normal,motor
37,84.0,40.50597,-3.360651,605.5,3,5,267.2,1.758,1,2,0,1.0,-0.0198,0.022399999999999996,-0.015,-0.0243,0.0247,-0.0159,-1.5527,0.0191,-0.9382999999999999,-0.30114285714285716,0.019238095238095238,2.4526190476190477,1.9523809523809523,97.33200000000001,4.1,2.0,85.5,120.0,1,motorway,3,1,40.505997,-3.360076,0.96,84.0,D2,Normal,motor
38,82.5,40.505951,-3.360924,606.1,4,5,265.8,1.406,0,2,0,1.0,-0.0108,-0.0017000000000000001,-0.0012999999999999997,-0.0091,0.0005999999999999998,-0.002,-1.5473000000000001,0.0121,-0.9219000000000002,-0.3112083333333333,0.058958333333333335,2.395,2.0,90.83500000000001,3.895,2.0,84.0,120.0,1,motorway,3,1,40.50597,-3.360651,0.78,84.0,D2,Normal,motor
