t_sec,speed_kmh,lat,lon,alt,vert_acc,horiz_acc,course,difcourse,hdop,vdop,pdop,active,acc_x,acc_y,acc_z,acc_x_kf,acc_y_kf,acc_z_kf,roll,pitch,yaw,x_lane,phi,road_width,lane_state,dist_front,ttc_front,num_vehicles,gps_speed,max_speed,speed_rel,road_type_osm,num_lanes,lane_id,lat_osm,lon_osm,osm_delay,gps_speed_osm,driver,behavior,road_type
25,84.3,40.518829,-3.409868,623.4,3,5,324.5,0.352,0,0,0,1.0,0.0008999999999999998,0.0203,-0.023299999999999998,0.0038,0.0206,-0.0225,-1.5651,0.0289,0.018,-0.024076923076923076,-0.0043076923076923075,3.5047692307692304,-0.7307692307692307,-1.0,-1.0,0.0,84.35,100.0,1,primary,3,1,40.518341,-3.409413,2.887,84.3,D4,Normal,secondary
27,83.8,40.519184,-3.410199,623.1,3,5,324.5,0.0,0,0,0,1.0,-0.0116,0.0117,-0.007299999999999999,-0.0046,0.0091,-0.01,-1.5263,0.016900000000000002,0.0115,-0.4517037037037037,-0.033740740740740745,3.558888888888889,2.0,-1.0,-1.0,0.0,83.475,100.0,1,primary,3,1,40.518829,-3.409868,1.934,83.8,D4,Normal,secondary
29,80.5,40.519508,-3.410501,624.5,3,5,324.5,0.0,0,0,0,1.0,-0.0126,-0.0213,0.022600000000000002,-0.0123,-0.0191,0.0242,-1.5626,0.0222,0.004200000000000001,-0.22672,0.0808,3.46224,2.0,-1.0,-1.0,0.0,81.89999999999999,100.0,1,primary,3,1,40.519184,-3.410199,1.778,80.5,D4,Normal,secondary
30,84.7,40.519688,-3.410669,624.5,3,5,323.4,1.055,0,0,0,1.0,0.00039999999999999964,-0.0052,0.015099999999999999,-0.0015,-0.007299999999999999,0.0152,-1.5746,0.027600000000000003,0.0103,-0.19896153846153847,0.07430769230769231,3.4186923076923077,2.0,-1.0,-1.0,0.0,84.125,100.0,1,primary,3,1,40.519508,-3.410502,1.248,82.4,D4,Normal,secondary
33,83.7,40.520191,-3.411134,627.1,3,5,324.1,0.352,0,0,0,1.0,-0.036555555555555556,0.0012222222222222226,-0.0024444444444444453,-0.03188888888888889,0.0067777777777777775,-0.0038888888888888883,-1.5883333333333334,0.005222222222222222,0.0025555555555555557,-0.3966153846153846,0.05430769230769231,3.4606538461538463,1.9615384615384615,-1.0,-1.0,0.0,83.925,100.0,1,primary,3,1,40.519852,-3.410825,2.076,83.7,D4,Normal,secondary
36,86.2,40.520714,-3.411617,626.3,3,5,324.8,0.352,0,0,0,1.0,-0.0152,-0.0081,0.0033999999999999994,-0.0237,-0.0073999999999999995,0.004200000000000001,-1.584,0.028100000000000003,0.004200000000000001,-0.15723076923076923,0.04523076923076923,3.434923076923077,1.9615384615384615,-1.0,-1.0,0.0,86.4,100.0,1,primary,2,1,40.520363,-3.411289,2.22,86.8,D4,Normal,secondary
39,87.4,40.521244,-3.412113,627.1,3,5,324.5,0.0,0,0,0,1.0,-0.020888888888888887,-0.0067777777777777775,-0.003000000000000001,-0.012555555555555554,-0.003333333333333333,-0.003444444444444444,-1.5825555555555555,0.026000000000000002,0.0031111111111111114,-0.05142307692307692,0.03376923076923077,3.3938076923076923,1.9230769230769231,-1.0,-1.0,0.0,87.5125,100.0,1,primary,2,1,40.520889,-3.411779,2.365,87.7,D4,Normal,secondary
43,88.7,40.521957,-3.412782,629.2,3,5,324.5,0.352,0,0,0,1.0,-0.03,0.0059,0.0052,-0.0284,0.0063,0.0039,-1.591,0.0322,0.0086,-0.07156,0.01356,3.4144400000000004,2.0,-1.0,-1.0,0.0,88.775,100.0,1,primary,2,1,40.521423,-3.412281,2.598,88.7,D4,Normal,secondary
45,90.1,40.522324,-3.413128,629.9,3,5,324.8,0.703,0,0,0,1.0,0.0067,-0.0158,0.0005999999999999998,0.007000000000000001,-0.016900000000000002,0.0026000000000000003,-1.592,0.0248,0.0208,-0.19164,0.006840000000000001,3.35924,2.0,-1.0,-1.0,0.0,89.52857142857142,100.0,1,primary,2,1,40.521957,-3.412782,2.002,90.1,D4,Normal,secondary
48,89.9,40.522846,-3.413646,632.0,3,5,321.7,2.109,0,0,0,1.0,-0.0095,-0.0092,-0.0023,-0.0099,-0.009600000000000001,-0.0016,-1.5913,0.0335,0.0967,-0.08665384615384616,0.008423076923076924,3.422807692307692,1.9615384615384615,-1.0,-1.0,0.0,89.875,100.0,1,primary,2,1,40.522499,-3.413295,1.719,89.9,D4,Normal,secondary
49,89.8,40.52301,-3.413834,633.3,3,5,319.9,3.164,0,0,0,1.0,0.012222222222222223,-0.02,-0.0008888888888888893,0.005555555555555554,-0.01933333333333333,0.003333333333333333,-1.589888888888889,0.02188888888888889,0.13077777777777777,0.0009130434782608695,-0.001173913043478261,3.3987391304347825,1.9565217391304348,-1.0,-1.0,0.0,89.74285714285713,100.0,1,primary,2,1,40.522846,-3.413646,0.946,89.8,D4,Normal,secondary
50,89.6,40.52317,-3.414037,634.5,3,5,317.8,3.867,0,0,0,1.0,-0.0254,-0.0087,-0.006500000000000001,-0.008799999999999999,-0.0118,-0.0098,-1.5949,0.032,0.17099999999999999,-0.044125,-0.007791666666666666,3.502625,2.0,-1.0,-1.0,0.0,89.6,100.0,1,primary,2,1,40.52301,-3.413834,0.688,89.6,D4,Normal,secondary
52,89.6,40.523491,-3.41446,636.1,3,5,313.2,4.57,0,0,0,1.0,-0.0033,0.014599999999999998,-0.0019000000000000002,-0.004399999999999999,0.015,-0.0019000000000000002,-1.584,0.0049,0.22680000000000003,-0.43892000000000003,-0.00408,3.417,2.0,-1.0,-1.0,0.0,89.63333333333333,100.0,1,primary,2,1,40.52317,-3.414037,1.608,89.6,D4,Normal,secondary
53,89.7,40.523636,-3.414681,637.0,3,5,311.1,4.57,1,0,0,1.0,0.0048000000000000004,-0.0007000000000000001,0.006500000000000001,5.204170427930421e-19,0.0,0.0077,-1.5779,0.005599999999999999,0.2476,-0.5070833333333333,0.023541666666666666,3.358,2.0,-1.0,-1.0,0.0,89.775,90.0,3,tertiary_link,1,1,40.523491,-3.41446,1.245,89.9,D4,Normal,secondary
55,90.3,40.523918,-3.415156,638.5,3,5,307.6,3.516,0,0,0,1.0,0.0033,0.011899999999999999,0.012,-0.00010000000000000009,0.0086,0.0132,-1.5748,0.0206,0.2941,-0.44454166666666667,0.04516666666666667,3.4318333333333335,2.0,-1.0,-1.0,0.0,90.3,90.0,3,tertiary_link,1,1,40.523785,-3.414909,0.999,90.3,D4,Normal,secondary
57,91.9,40.524178,-3.415664,639.1,3,5,303.0,4.57,0,0,0,1.0,-0.0066,-0.00030000000000000024,-0.0010999999999999998,0.0043,-0.0012000000000000001,-0.0027999999999999995,-1.5798999999999999,0.0248,0.3325,-0.49060000000000004,0.03696,3.40116,1.96,-1.0,-1.0,0.0,91.975,90.0,3,tertiary_link,1,1,40.524048,-3.415409,0.827,91.9,D4,Normal,secondary
58,92.1,40.524303,-3.415932,639.5,3,5,300.2,4.219,0,0,0,1.0,-0.0006999999999999992,0.0006999999999999999,-0.0037000000000000006,-0.0107,0.00030000000000000003,-0.0025,-1.5745,0.026600000000000002,0.349,-0.4896153846153846,0.02003846153846154,3.3754615384615385,2.0,-1.0,-1.0,0.0,92.32499999999999,90.0,3,tertiary_link,1,1,40.524178,-3.415664,0.989,92.1,D4,Normal,secondary
59,93.0,40.524429,-3.416215,639.8,3,5,298.5,4.57,0,0,0,1.0,-0.012199999999999999,0.0109,-0.009,-0.0081,0.0115,-0.008199999999999999,-1.5705,0.019,0.3589,-0.47795652173913045,0.03917391304347826,3.394869565217391,2.0,-1.0,-1.0,0.0,93.08888888888889,100.0,1,primary,2,1,40.524303,-3.415932,0.992,93.0,D4,Normal,secondary
60,93.4,40.52454,-3.416472,640.6,3,5,296.4,3.867,0,0,0,1.0,-0.0021999999999999993,-0.0155,-0.016300000000000002,-0.003799999999999999,-0.013500000000000002,-0.017499999999999998,-1.5663,0.0215,0.37439999999999996,-0.47217241379310343,0.04579310344827586,3.4207241379310345,2.0,-1.0,-1.0,0.0,94.10000000000001,100.0,1,primary,2,1,40.524429,-3.416215,1.215,95.5,D4,Normal,secondary
63,93.1,40.524815,-3.417304,639.9,3,5,290.0,4.57,0,0,0,1.0,-0.006899999999999999,-0.0028000000000000004,0.014300000000000002,-0.004400000000000003,9.99999999999994e-05,0.0199,-1.5325,0.018,0.388,-0.38721428571428573,0.09207142857142857,4.0104999999999995,1.6785714285714286,-1.0,-1.0,0.0,93.5,100.0,1,primary,2,1,40.524639,-3.416746,1.584,93.1,D4,Normal,secondary
64,94.3,40.524887,-3.417592,639.4,3,5,289.3,2.461,0,0,0,1.0,-0.0144,0.013999999999999999,0.0057,-0.016300000000000002,0.0125,0.0045,-1.5474,0.016,0.3795,-0.31685714285714284,0.03557142857142857,3.9257142857142857,2.0,-1.0,-1.0,0.0,95.14,100.0,1,primary,2,1,40.524815,-3.417305,0.997,94.3,D4,Normal,secondary
65,97.1,40.524963,-3.417886,638.6,3,5,288.3,1.758,0,0,0,1.0,-0.0107,0.013500000000000002,0.0018999999999999996,-0.0089,0.013799999999999998,0.0011,-1.545,0.0173,0.3625,-0.28812,0.06012000000000001,3.58964,2.0,-1.0,-1.0,0.0,96.83333333333333,100.0,1,primary,2,1,40.524887,-3.417592,1.446,96.3,D4,Normal,secondary
67,96.5,40.525105,-3.418491,637.4,3,5,285.8,2.461,0,0,0,1.0,-0.0173,0.0241,-0.025,-0.0166,0.0339,-0.0294,-1.5351,0.014299999999999998,0.3068,0.00764,0.047560000000000005,3.5244799999999996,2.0,-1.0,-1.0,0.2222222222222222,96.86666666666666,80.0,1,primary,1,1,40.52504,-3.41819,0.691,96.5,D4,Normal,secondary
69,96.5,40.525242,-3.419089,636.2,4,5,286.5,0.703,0,0,0,1.0,-0.006399999999999999,0.03,-0.0186,-0.005599999999999999,0.0249,-0.0205,-1.5024000000000002,0.028699999999999996,0.24009999999999998,0.38099999999999995,0.04275,3.6021428571428573,2.0,-1.0,-1.0,0.0,95.9,80.0,1,primary,1,1,40.525105,-3.418491,1.609,96.5,D4,Normal,secondary
70,94.7,40.525318,-3.419397,635.5,4,5,286.5,0.0,1,0,0,1.0,-0.012111111111111109,0.02677777777777778,-0.015222222222222224,-0.00788888888888889,0.031111111111111107,-0.01411111111111111,-1.494777777777778,0.013555555555555555,0.191,0.548962962962963,0.03981481481481481,3.5564444444444443,2.0,-1.0,-1.0,0.0,94.13333333333334,80.0,1,primary,1,1,40.525242,-3.419089,0.633,94.7,D4,Normal,secondary
71,93.0,40.525387,-3.419682,634.6,4,5,288.3,1.758,1,0,0,1.0,-0.013000000000000001,0.0232,-0.0079,-0.018,0.0223,-0.0094,-1.4967000000000001,0.0043,0.1409,0.6198518518518519,0.051444444444444445,3.5660740740740744,2.0,-1.0,-1.0,0.0,93.17999999999999,80.0,1,primary,1,1,40.525318,-3.419397,1.213,93.6,D4,Normal,secondary
73,90.8,40.525543,-3.420257,633.0,4,5,291.4,3.164,2,0,0,1.0,-0.0172,-0.027200000000000002,-0.007300000000000001,-0.0194,-0.0162,-0.010199999999999999,-1.5006,-0.025,0.023,0.8600384615384615,0.07026923076923076,3.538615384615385,2.0,-1.0,-1.0,0.0,90.23333333333332,80.0,1,primary,1,1,40.525459,-3.419974,0.935,90.8,D4,Normal,secondary
74,89.1,40.525631,-3.420519,632.3,4,5,293.6,3.867,2,1,0,1.0,-0.042300000000000004,-0.0512,-0.013300000000000001,-0.027499999999999997,-0.058399999999999994,-0.0103,-1.4958,0.0064,-0.0071,0.9662916666666667,0.044375,3.453,2.0,-1.0,-1.0,0.0,88.725,80.0,1,primary,1,1,40.525543,-3.420258,0.786,89.1,D4,Normal,secondary
77,86.1,40.525921,-3.421279,630.8,6,5,298.8,4.219,1,1,0,1.0,-0.0108,-0.0032999999999999995,0.009600000000000001,-0.014499999999999999,0.0005999999999999998,0.0111,-1.5223,-0.0489,-0.1457,0.6697142857142857,-0.054214285714285715,3.549857142857143,2.0,-1.0,-1.0,0.0,86.14999999999999,80.0,1,primary,1,1,40.525631,-3.420519,2.594,86.1,D4,Normal,secondary
78,86.3,40.526024,-3.421522,630.6,4,5,302.3,5.273,1,1,0,1.0,-0.0129,-0.0216,-0.0059,-0.012,-0.016599999999999997,-0.0045,-1.5279,-0.0529,-0.1975,0.6693461538461538,0.01873076923076923,3.4297692307692307,2.0,9.78111111111111,-0.33666666666666667,0.4444444444444444,86.33333333333333,100.0,1,primary,2,1,40.525921,-3.421279,1.438,86.4,D4,Normal,secondary
80,86.0,40.526302,-3.421998,629.4,6,5,308.0,5.625,1,2,0,1.0,-0.013800000000000002,-0.0323,-0.010100000000000001,-0.014799999999999999,-0.0319,-0.0094,-1.5379999999999998,-0.037,-0.2714,0.6207272727272728,0.002,3.4111363636363636,2.0,10.68625,-0.27125,0.875,85.925,90.0,1,primary,2,1,40.526157,-3.421757,1.383,85.7,D4,Normal,secondary
82,85.6,40.526573,-3.422426,629.1,4,5,312.5,4.57,0,2,0,1.0,-0.0185,-0.0068000000000000005,0.0063,-0.0198,-0.012,0.0058,-1.5403,-0.028200000000000003,-0.3345,0.3746521739130435,-0.03317391304347826,3.4455652173913047,2.0,-1.0,-1.0,0.0,85.66666666666667,90.0,1,primary,2,1,40.526436,-3.422208,1.022,85.6,D4,Normal,secondary
84,86.2,40.526871,-3.422845,627.9,4,5,317.1,4.57,0,2,0,1.0,-0.0019000000000000006,-0.011,-0.008,-0.0021000000000000003,-0.0113,-0.0087,-1.5467,-0.0289,-0.3928,0.213875,-0.001791666666666667,3.43775,2.0,-1.0,-1.0,0.0,86.44444444444444,90.0,1,primary,2,1,40.526718,-3.422644,1.113,86.2,D4,Normal,secondary
86,86.9,40.527203,-3.423213,627.5,4,5,321.7,4.57,0,2,0,1.0,0.0034999999999999996,-0.0066,-0.0093,-0.0008999999999999994,-0.0076,-0.0093,-1.5436999999999999,-0.0351,-0.44630000000000003,0.03165384615384615,0.01780769230769231,3.516576923076923,2.0,-1.0,-1.0,0.0,87.0,90.0,1,primary,2,1,40.527035,-3.423037,0.863,86.9,D4,Normal,secondary
87,87.3,40.527374,-3.423369,626.8,4,5,324.5,4.57,0,2,0,1.0,0.00020000000000000017,-0.010100000000000001,-0.014500000000000002,0.0105,-0.0087,-0.0162,-1.5393000000000001,-0.034199999999999994,-0.4678,0.05145833333333333,0.045875,3.531041666666667,2.0,-1.0,-1.0,0.0,87.39999999999999,90.0,1,primary,2,1,40.527203,-3.423213,1.067,87.3,D4,Normal,secondary
89,87.7,40.527756,-3.423677,626.2,4,5,329.1,4.57,0,2,0,1.0,-0.006666666666666666,-0.030555555555555558,0.0015555555555555561,-0.002888888888888889,-0.028333333333333335,-0.0027777777777777783,-1.5214444444444444,-0.03211111111111111,-0.49166666666666664,0.07339999999999999,0.068,3.5343999999999998,2.0,-1.0,-1.0,0.0,87.84285714285714,90.0,1,primary,2,1,40.527569,-3.423527,1.131,88.2,D4,Normal,secondary
91,87.6,40.528145,-3.423953,625.2,4,5,332.2,3.164,0,2,0,1.0,-0.006900000000000001,-0.0308,0.0222,-0.0089,-0.0314,0.0215,-1.5402,-0.013300000000000001,-0.4709,0.0033333333333333327,0.0265,3.4313749999999996,2.0,-1.0,-1.0,0.0,88.4625,90.0,1,primary,2,1,40.527946,-3.423817,1.051,87.6,D4,Normal,secondary
94,91.5,40.528751,-3.424351,624.2,3,5,333.6,0.352,0,2,0,1.0,-0.0209,-0.0342,-0.0131,-0.0206,-0.0354,-0.0102,-1.5558,-0.0195,-0.40940000000000004,-0.055625,0.049416666666666664,3.472,2.0,-1.0,-1.0,0.125,91.825,90.0,1,primary,2,1,40.528339,-3.424087,1.605,91.5,D4,Normal,secondary
95,92.8,40.52895,-3.424484,624.0,3,5,333.6,0.352,0,2,0,1.0,-0.0054,-0.0224,-0.0184,-0.0072,-0.0241,-0.0194,-1.5317,-0.0091,-0.3785,0.09891304347826087,0.04769565217391304,3.4717391304347824,2.0,-1.0,-1.0,0.0,92.825,90.0,1,primary,2,1,40.528751,-3.424351,0.719,92.8,D4,Normal,secondary
96,92.9,40.529167,-3.424628,623.8,3,5,333.3,0.352,0,2,0,1.0,-0.004499999999999998,-0.022,-0.0186,-0.0075000000000000015,-0.0209,-0.0183,-1.5195,-0.005,-0.3405,0.22321428571428573,0.032607142857142855,3.480571428571429,2.0,-1.0,-1.0,0.0,92.525,90.0,1,primary,2,1,40.52895,-3.424485,0.967,92.9,D4,Normal,secondary
97,91.4,40.529362,-3.424765,623.5,3,5,332.2,1.406,0,2,0,1.0,0.0021999999999999993,-0.016,-0.0125,-0.004999999999999999,-0.016800000000000002,-0.0158,-1.5045,0.0039,-0.3012,0.19185185185185183,0.0003703703703703703,3.536703703703704,2.0,-1.0,-1.0,0.0,90.6875,90.0,1,primary,2,1,40.529167,-3.424628,0.776,91.4,D4,Normal,secondary
99,91.2,40.529758,-3.425044,623.2,4,5,330.1,2.109,0,2,0,1.0,-0.009000000000000001,-0.01390909090909091,-0.011909090909090909,-0.009363636363636364,-0.011636363636363637,-0.010454545454545454,-1.493,0.01636363636363636,-0.22954545454545452,-0.06799999999999999,0.00835,3.5850999999999997,2.0,-1.0,-1.0,0.0,89.91428571428571,90.0,1,primary,2,1,40.529362,-3.424765,1.613,91.2,D4,Normal,secondary
101,85.9,40.530128,-3.425339,621.9,4,5,327.3,2.812,0,2,0,1.0,-0.0094,0.0361,0.0466,-0.0077,0.038,0.045200000000000004,-1.5127,0.0222,-0.1456,-0.49784,-0.0226,3.58192,2.0,-1.0,-1.0,0.0,86.07142857142857,90.0,1,primary,2,1,40.529758,-3.425045,1.559,85.9,D4,Normal,secondary
