t_sec,speed_kmh,lat,lon,alt,vert_acc,horiz_acc,course,difcourse,hdop,vdop,pdop,active,acc_x,acc_y,acc_z,acc_x_kf,acc_y_kf,acc_z_kf,roll,pitch,yaw,x_lane,phi,road_width,lane_state,dist_front,ttc_front,num_vehicles,gps_speed,max_speed,speed_rel,road_type_osm,num_lanes,lane_id,lat_osm,lon_osm,osm_delay,gps_speed_osm,driver,behavior,road_type
12,74.9,40.505779,-3.355771,595.7,4,5,274.9,0.352,0,0,0,1.0,-0.0093,-0.0039,-0.025,-0.014099999999999998,-0.0043,-0.0225,-1.6311,-0.0269,-0.2203,0.0,0.0,3.5,-0.9642857142857143,-1.0,-1.0,0.0,73.76666666666668,120.0,1,motorway,3,1,40.505222,-3.353082,1.874,71.5,D1,Drowsy,motor
13,76.8,40.505787,-3.35604,594.8,4,5,275.3,0.352,0,0,0,1.0,-0.003199999999999999,-0.0149,-0.006900000000000001,-0.004,-0.0119,-0.0124,-1.6186,-0.023899999999999998,-0.22360000000000002,0.12560000000000002,0.06056,2.65884,2.0,-1.0,-1.0,0.0,76.42,90.0,1,motorway_link,1,1,40.505779,-3.355772,0.923,74.9,D1,Drowsy,motor
15,81.4,40.505791,-3.35658,594.2,4,5,276.3,1.055,0,0,0,1.0,-0.0066,-0.0322,0.0121,-0.006999999999999999,-0.0329,0.0165,-1.6481999999999999,0.0063,-0.2122,-0.04565217391304348,0.1031304347826087,2.7329565217391303,2.0,-1.0,-1.0,0.0,80.87272727272727,90.0,1,motorway_link,2,1,40.505787,-3.35604,1.364,78.5,D1,Drowsy,motor
17,88.5,40.505821,-3.357152,591.5,6,5,275.6,0.703,2,0,0,1.0,-0.0064,-0.005299999999999999,-0.013600000000000001,-0.007300000000000001,-0.0034000000000000002,-0.0132,-1.6376000000000002,0.0454,-0.16999999999999998,-0.8138571428571428,0.06835714285714285,2.703,2.0,-1.0,-1.0,0.2222222222222222,87.76666666666667,120.0,1,motorway,4,1,40.505791,-3.35658,1.599,85.2,D1,Drowsy,motor
21,95.5,40.505901,-3.358378,591.6,6,5,275.3,1.055,0,0,0,1.0,-0.023600000000000003,0.0,-0.005199999999999999,-0.021800000000000003,0.0026,-0.0076,-1.6024999999999998,-0.0201,-0.16960000000000003,0.2512758620689655,-0.02317241379310345,3.0198620689655176,1.6551724137931034,-1.0,-1.0,1.0,95.21111111111111,120.0,1,motorway,4,1,40.505821,-3.357153,3.304,94.2,D1,Drowsy,motor
23,98.2,40.505943,-3.359024,591.8,4,5,275.3,0.352,1,2,0,1.0,-0.0162,-0.05,0.0072,-0.0142,-0.0512,0.0071,-1.6035,0.0418,-0.12610000000000002,0.4672307692307692,0.005,2.6607307692307693,2.0,-1.0,-1.0,1.0,97.66666666666667,120.0,1,motorway,3,1,40.505901,-3.358378,1.438,96.6,D1,Drowsy,motor
26,100.7,40.50597,-3.360019,584.3,4,5,270.0,2.812,0,3,0,1.0,-0.026600000000000002,0.0243,-0.0268,-0.028500000000000004,0.0201,-0.0241,-1.5939999999999999,0.059899999999999995,-0.027100000000000003,0.2096551724137931,-0.056448275862068964,2.7854137931034484,2.0,-1.0,-1.0,0.0,100.94444444444444,120.0,1,motorway,3,1,40.505943,-3.359025,2.743,101.8,D1,Drowsy,motor
27,100.8,40.505966,-3.360353,582.7,4,5,268.2,3.164,0,3,0,1.0,-0.0351,0.0242,-0.0191,-0.033999999999999996,0.026600000000000002,-0.0236,-1.5725,0.038900000000000004,-0.0098,0.035166666666666666,-0.0121,2.8423000000000003,1.9666666666666666,-1.0,-1.0,0.0,100.77000000000001,120.0,1,motorway,3,1,40.50597,-3.36002,0.855,100.7,D1,Drowsy,motor
29,99.6,40.505939,-3.361017,582.0,4,5,266.1,2.109,0,3,0,1.0,-0.010555555555555556,0.003333333333333334,0.008666666666666666,-0.004555555555555556,0.0026666666666666674,0.008444444444444444,-1.583777777777778,0.03233333333333333,0.042,0.14745833333333333,0.00045833333333333316,2.7202916666666668,2.0,-1.0,-1.0,0.0,99.66666666666667,120.0,1,motorway,3,1,40.505966,-3.360353,1.943,99.8,D1,Drowsy,motor
31,99.9,40.505882,-3.361666,581.1,4,5,262.6,3.516,0,2,0,1.0,-0.008,0.008799999999999999,0.0108,-0.0038000000000000004,0.0109,0.009,-1.5869,0.0161,0.0863,0.2779259259259259,-0.0005925925925925924,2.7367777777777778,1.962962962962963,-1.0,-1.0,0.6,99.86,120.0,1,motorway,3,1,40.505939,-3.361017,1.229,99.7,D1,Drowsy,motor
