t_10hz_mean,timestamp_mean,speed_kmh_mean,lat_mean,lon_mean,alt_mean,vert_acc_mean,horiz_acc_mean,course_mean,difcourse_mean,hdop_mean,vdop_mean,pdop_mean,active_mean,acc_x_mean,acc_y_mean,acc_z_mean,acc_x_kf_mean,acc_y_kf_mean,acc_z_kf_mean,roll_mean,pitch_mean,yaw_mean,x_lane_mean,phi_mean,road_width_mean,lane_state_mean,dist_front_mean,ttc_front_mean,num_vehicles_mean,gps_speed_mean,max_speed_mean,speed_rel_mean,num_lanes_mean,lat_osm_mean,lon_osm_mean,osm_delay_mean,gps_speed_osm_mean,speed_ratio_mean,label
1199.5,119.95,113.15013836486195,40.52954810248566,-3.441662862693961,635.9075227973052,5.553245686365935,5.245833333333334,291.9864498615667,2.299452606869843,0.3948661128433858,2.3114289535729937,0.15416666666666667,0.91125,-0.013935000000000001,-0.0006162499999999997,-0.003387083333333333,-0.01408541666666667,-0.0005799999999999998,-0.00341625,-1.5833624999999998,-0.0090725,0.016700000000000017,-0.6683870833333333,-0.7876775,2.2983670833333334,0.95125,-0.9589458333333334,-0.9975458333333334,0.02875,113.33270833333333,90.74066547510404,1.1308333333333334,1.962153983692436,40.52948333388743,-3.4408698427629503,1.6230840237706696,112.82189707757449,1.3461728057119884,0
1459.5,145.95,114.15008333333334,40.53416698125,-3.4469599079166664,646.9161250000001,5.488333333333333,5.245833333333334,302.15095833333334,2.292565833333333,0.3591666666666667,2.3325,0.15416666666666667,1.0,-0.014069166666666669,-0.0017095833333333336,-0.003435416666666667,-0.014350416666666668,-0.0017508333333333334,-0.0034375,-1.5830274999999998,-0.008637916666666664,-0.08845166666666669,0.11013583333333332,0.022387083333333335,3.3343220833333334,1.9766666666666666,-0.9589458333333334,-0.9975458333333334,0.03,114.16166666666666,86.03333333333333,1.1308333333333334,1.8345833333333332,40.53370736583333,-3.445720895833333,1.9420020833333331,114.04045833333332,1.4810552314814815,0
1719.5,171.95,113.64,40.53753123291666,-3.454224030416667,656.6280416666667,5.6241666666666665,5.245833333333334,300.94775,2.2736591666666666,0.28375,2.1979166666666665,0.15416666666666667,1.0,-0.014204583333333331,-0.0014191666666666669,-0.002666666666666667,-0.01444,-0.0014458333333333337,-0.0026691666666666665,-1.5828383333333333,-0.013372083333333331,-0.20741125000000002,0.13755333333333336,0.027581249999999998,3.2534154166666664,1.9875,-1.0,-1.0,0.019583333333333335,113.64233333333333,85.15833333333333,1.0891666666666666,1.84375,40.536876123750005,-3.4526463224999997,2.135032083333333,112.81529166666665,1.4866528703703703,0
1979.5,197.95,113.90595833333333,40.54063869083333,-3.4616210437499997,668.014375,5.746666666666667,5.245833333333334,295.7524166666667,2.2116975,0.17166666666666666,1.7579166666666666,0.11333333333333333,1.0,-0.014045416666666668,-8.708333333333373e-05,-0.0019470833333333334,-0.014136666666666665,-0.0001166666666666664,-0.0018879166666666664,-1.5852833333333334,-0.003713333333333335,-0.28513416666666663,0.06610083333333333,0.02919833333333333,3.1826725000000002,1.9866666666666666,-1.0,-1.0,0.01875,113.91654166666665,84.65291666666667,1.0783333333333334,1.8508333333333333,40.539999869166664,-3.459574817916667,2.760698333333333,113.19254166666666,0.8105969907407409,0
2239.5,223.95,114.56533333333336,40.54310395166667,-3.4693554104166666,680.5365833333334,5.824166666666667,5.245833333333334,293.36966666666666,2.384397916666667,0.25833333333333336,1.3679166666666667,0.005,1.0,-0.013069583333333332,-0.001685833333333333,-0.0034145833333333333,-0.013302916666666666,-0.0017449999999999998,-0.003414166666666667,-1.5827020833333334,-0.014207499999999996,-0.48382499999999995,0.09415583333333336,0.02606291666666667,3.1114820833333336,1.98375,-1.0,-1.0,0.025416666666666667,114.60295833333332,84.73208333333334,1.0941666666666667,1.8741666666666668,40.542583765,-3.46645268625,3.5696304166666666,113.99595833333333,0.8169646759259259,0
2499.5,249.95,116.220375,40.54560368333333,-3.477210054166667,686.3491666666666,5.839166666666666,5.245833333333334,294.5969166666667,2.7794416666666666,0.22,1.2579166666666666,0.0,1.0,-0.015103333333333331,0.0012474999999999988,-0.005155416666666667,-0.015272083333333335,0.0011375000000000003,-0.00519875,-1.5724287499999998,-0.018155416666666667,-0.7175316666666667,0.07847416666666665,0.024764999999999995,3.058955,1.9841666666666666,-1.0,-1.0,0.018333333333333333,116.21862500000003,84.73208333333334,1.0941666666666667,1.9825,40.54507591916666,-3.4744504483333336,3.5186966666666666,115.94150000000002,0.8353540277777777,0
2759.5,275.95,115.681875,40.548572024583336,-3.48477713625,687.2305,5.798333333333333,5.183333333333334,301.99975,3.2141804166666663,0.30083333333333334,1.4729166666666667,0.0,1.0,-0.0164475,-0.0010137500000000003,-0.006279166666666666,-0.016751666666666668,-0.0011520833333333335,-0.006314166666666667,-1.5710833333333334,-0.029010000000000005,-1.0467004166666667,0.10486416666666666,0.02148625,2.9872733333333334,1.9845833333333334,-1.0,-1.0,0.017916666666666668,115.66425000000001,85.18625,1.185,2.0,40.547907663749996,-3.4823066666666667,3.464836666666667,115.80524999999999,0.8235006018518519,0
3019.5,301.95,114.46383333333334,40.55227645958333,-3.49156275,688.00125,5.75,5.10625,308.29966666666667,3.473262083333333,0.33416666666666667,1.7454166666666666,0.0,1.0,-0.016567916666666665,-0.0007575000000000006,-0.005850833333333333,-0.016769583333333334,-0.0008637500000000006,-0.0058775,-1.5722820833333333,-0.024785416666666664,-1.3555375,0.11710958333333332,0.01811875,2.9046383333333337,1.9858333333333333,-1.0,-1.0,0.015416666666666667,114.45566666666666,85.18625,1.185,2.0966666666666667,40.55146458916667,-3.4892001654166673,3.7077299999999997,114.41095833333333,0.8099668055555556,0
3279.5,327.95,115.7,40.556419697083335,-3.4981008458333336,688.2719999999999,5.581666666666667,5.0,309.2755416666667,3.2346179166666666,0.2833333333333333,1.96625,0.0,1.0,-0.01488,-0.00078125,-0.006400416666666667,-0.014976249999999998,-0.0009183333333333336,-0.0063975,-1.5705125,-0.01461875,-1.63107875,0.09345833333333332,0.021074166666666668,2.8404658333333335,1.9858333333333333,-1.0,-1.0,0.015416666666666667,115.72962499999998,84.98625,1.145,2.1166666666666667,40.555535613333326,-3.4956625124999996,3.796522916666667,115.33695833333334,0.8262246759259257,0
3539.5,353.95,116.50362499999999,40.56039061125001,-3.5051063741666666,684.4661666666667,5.450833333333334,5.0,304.30154166666665,3.17103125,0.27875,1.87625,0.0,1.0,-0.014621666666666666,0.000360833333333333,-0.006412500000000001,-0.014612916666666666,0.00033000000000000027,-0.006389999999999999,-1.5651966666666666,-0.012484583333333334,-1.8338804166666667,0.08425083333333333,0.026043333333333335,2.836495833333333,1.9858333333333333,-1.0,-1.0,0.01,116.5145,86.11541666666666,1.0958333333333334,2.1641666666666666,40.55946909291666,-3.5023749508333335,3.9526837499999994,115.99791666666667,0.7761290740740739,0
