t_sec,speed_kmh,lat,lon,alt,vert_acc,horiz_acc,course,difcourse,hdop,vdop,pdop,active,acc_x,acc_y,acc_z,acc_x_kf,acc_y_kf,acc_z_kf,roll,pitch,yaw,x_lane,phi,road_width,lane_state,dist_front,ttc_front,num_vehicles,gps_speed,max_speed,speed_rel,road_type_osm,num_lanes,lane_id,lat_osm,lon_osm,osm_delay,gps_speed_osm,driver,behavior,road_type
12,66.1,40.50584,-3.356279,601.9,3,5,275.6,5.273,0,0,0,1.0,-0.0223,-0.0031,-0.012,-0.0232,-0.0023,-3.4694469519536144e-19,-1.5604,-0.0371,0.0194,0.0,0.0,3.5,-1.0,31.03833333333333,1.6049999999999998,2.0,69.95,90.0,1,motorway_link,2,1,40.505657,-3.356018,1.126,66.1,D5,Aggressive,motor
14,66.0,40.505852,-3.356736,602.4,3,5,278.4,2.812,0,0,0,1.0,0.0026000000000000003,-0.047,0.016300000000000002,0.0032,-0.044700000000000004,0.0077,-1.5378,-0.0125,0.023299999999999998,0.0019999999999999996,-0.038919999999999996,3.1763600000000003,2.0,4.88,-0.5333333333333333,2.0,67.35000000000001,90.0,1,motorway_link,2,1,40.505829,-3.356511,1.084,66.0,D5,Aggressive,motor
16,69.6,40.505852,-3.357188,603.2,3,5,275.3,3.164,2,0,0,1.0,0.003,0.013900000000000001,0.0588,0.0067,0.0076,0.059699999999999996,-1.5871,0.0185,0.0947,-0.9621153846153846,-0.12865384615384617,3.240923076923077,1.9230769230769231,5.175714285714285,-0.5314285714285715,0.2857142857142857,68.35714285714286,90.0,1,motorway_link,2,1,40.505844,-3.35696,1.279,69.6,D5,Aggressive,motor
18,75.3,40.505928,-3.35767,604.2,3,5,273.9,1.406,0,0,0,1.0,0.009,0.08,0.0036000000000000016,0.006,0.0794,0.011199999999999998,-1.6065,-0.019,0.0763,0.3572222222222222,-0.00974074074074074,3.0555925925925926,1.8518518518518519,-1.0,-1.0,0.0,74.25,90.0,1,motorway_link,2,1,40.505878,-3.357412,1.229,75.3,D5,Aggressive,motor
21,79.6,40.505959,-3.358428,603.5,3,5,276.0,1.055,0,0,0,1.0,-0.0139,-0.0324,-0.040900000000000006,-0.0114,-0.0311,-0.042499999999999996,-1.5514,-0.0402,0.0699,-0.249,-0.0049545454545454545,3.074409090909091,1.3636363636363635,-1.0,-1.0,1.0,79.63333333333333,90.0,1,motorway_link,2,1,40.505924,-3.35798,1.475,79.7,D5,Aggressive,motor
22,79.0,40.505989,-3.358662,603.5,3,5,276.7,0.703,0,0,0,1.0,-0.0159,-0.020300000000000002,0.0422,-0.0165,-0.0241,0.0371,-1.5530000000000002,-0.017599999999999998,0.0886,-0.13852,0.03556,2.87724,1.44,-1.0,-1.0,0.8571428571428571,79.17142857142858,90.0,1,motorway_link,2,1,40.505959,-3.358428,1.179,79.0,D5,Aggressive,motor
24,78.8,40.506016,-3.359176,603.4,3,5,275.6,1.055,0,0,0,1.0,-0.0103,0.004200000000000001,0.0028000000000000004,-0.0118,0.0038,0.0068000000000000005,-1.5896000000000001,-0.0075,0.1299,-0.060434782608695656,-0.012043478260869564,2.9006086956521737,2.0,11.625714285714285,0.53,1.2857142857142858,79.05714285714285,90.0,1,motorway_link,2,1,40.505997,-3.358918,0.963,78.8,D5,Aggressive,motor
25,80.2,40.506031,-3.359441,603.6,3,5,276.0,0.352,0,0,0,1.0,-0.006899999999999999,-0.0359,-0.0215,-0.0091,-0.0322,-0.019200000000000002,-1.5942,0.0054,0.16160000000000002,-0.05,0.003959999999999999,2.7187599999999996,1.84,9.937142857142858,0.44857142857142857,2.0,79.8,90.0,1,motorway_link,2,1,40.506016,-3.359176,1.193,80.2,D5,Aggressive,motor
28,79.4,40.50602,-3.360218,603.0,3,5,268.9,2.461,0,0,0,1.0,-0.021555555555555557,0.008555555555555556,0.027777777777777776,-0.021333333333333333,0.009555555555555557,0.020666666666666667,-1.5646666666666667,0.001888888888888889,0.23877777777777778,0.1031304347826087,0.007521739130434782,3.118782608695652,1.5217391304347827,-1.0,-1.0,1.0,79.54285714285716,90.0,1,motorway_link,2,1,40.506035,-3.359691,1.659,79.4,D5,Aggressive,motor
30,79.9,40.506001,-3.360733,603.3,3,5,265.1,3.867,0,0,0,1.0,-0.007299999999999999,-0.055700000000000006,0.041100000000000005,-0.0116,-0.046299999999999994,0.038400000000000004,-1.5865,0.01,0.29710000000000003,-0.17935714285714285,-0.055178571428571424,3.051357142857143,1.7142857142857142,-1.0,-1.0,1.0,79.78571428571429,90.0,1,motorway_link,2,1,40.50602,-3.360218,1.39,79.1,D5,Aggressive,motor
