speed_kmh_mean,lat_mean,lon_mean,alt_mean,vert_acc_mean,horiz_acc_mean,course_mean,difcourse_mean,hdop_mean,vdop_mean,pdop_mean,active_mean,acc_x_mean,acc_y_mean,acc_z_mean,acc_x_kf_mean,acc_y_kf_mean,acc_z_kf_mean,roll_mean,pitch_mean,yaw_mean,x_lane_mean,phi_mean,road_width_mean,lane_state_mean,dist_front_mean,ttc_front_mean,num_vehicles_mean,gps_speed_mean,max_speed_mean,speed_rel_mean,num_lanes_mean,lat_osm_mean,lon_osm_mean,osm_delay_mean,gps_speed_osm_mean,speed_ratio_mean,label
110.06875,40.497943453125,-3.3779052031249996,597.8453124999999,4.265625,5.0,239.8046875,1.07990625,0.234375,1.390625,0.03125,1.0,-0.008485373263888867,0.0011167100694444408,-0.0031239583333333267,-0.00833658854166665,0.0014406250000000048,-0.003190885416666669,-1.5567752604166667,0.023457638888888875,-0.5969510416666667,0.03447497392881165,0.02880749429789193,3.3044729377137703,1.7008255014219218,24.803974826388888,0.23989329117063493,1.2337549603174605,109.76290426587302,117.171875,1.015625,2.9375,40.49819909375,-3.3773314687499996,1.600390625,109.76093749999998,-0.422348090277778,2
118.6546875,40.4882090625,-3.394094265625,588.01875,4.53125,5.0,224.56875000000002,0.8680468749999999,0.140625,0.46875,0.0,1.0,-0.00852217881944442,2.851562500000976e-05,-0.0029236111111110873,-0.008324435763888876,0.00015381944444444552,-0.002945572916666664,-1.548488454861111,0.0240611111111111,-0.611953125,-0.02125509410851672,0.03546586870344187,3.3086834681836295,1.7543337072332341,37.7089347718254,0.7057762896825397,1.3762090773809526,118.61114521329365,120.0,1.015625,3.0,40.488467453125,-3.393765875,0.94796875,118.6328125,0.9887890625,2
120.175,40.47856078125,-3.4084654062500004,577.8984375,4.75,5.0,231.7625,0.9915781249999999,0.140625,0.265625,0.0,1.0,-0.0101394097222222,-0.0009843749999999879,-0.001381944444444425,-0.010263194444444432,-0.0011272569444444455,-0.0016192708333333248,-1.543824826388889,0.004398437499999998,-0.7394843750000001,-0.11118750133634983,0.05501650865966758,3.257962349720655,1.8272049302348217,31.42088603670635,0.4728633432539683,1.1458395337301588,120.26101252480157,120.0,1.015625,3.0,40.478833859375,-3.4079728125,1.2425,120.24062500000001,1.0014583333333333,2
116.6125,40.470864484375,-3.428084671875,575.140625,5.0625,5.0,251.4,0.907125,0.125,0.125,0.0,1.0,-0.009979135101010082,0.0003512310606060673,-8.529040404039697e-05,-0.009953330176767668,0.0004712121212121173,-0.00029816919191919065,-1.5467249210858587,-0.012653740530303026,-0.8296717329545455,-0.10782677038966311,0.05484950036712964,3.1778771554679732,1.7915603047393012,18.05067336309524,0.056282552083333354,1.115643601190476,116.69802269345237,120.0,1.015625,3.0,40.47103784375,-3.4274134375000003,1.535921875,116.6875,0.9717708333333333,2
109.8296875,40.467587953125005,-3.451402953125,579.28125,4.546875,5.0,263.7125,0.8560468749999999,0.140625,0.0,0.0,1.0,-0.008447269570707058,0.0005437026515151535,-0.0024178819444444343,-0.008538226010101,0.0006128472222222219,-0.002443244949494948,-1.5477515940656565,-0.009052493686868673,-0.7870107638888889,0.011273933582199835,0.04844092080671925,3.1948125619192647,1.7714232691025935,37.11860460069444,1.0799452504960318,1.4873511904761905,109.9811042906746,116.21875,0.984375,2.9375,40.467640921875,-3.4507037499999997,1.602671875,110.01875000000001,-2.1885286458333333,2
89.5921875,40.46611940625,-3.4737835312499996,582.790625,3.765625,5.0,236.621875,4.605984375,0.09375,0.3125,0.0,1.0,-0.011564662247474725,-0.028103014520202023,-0.016941445707070707,-0.011328124999999984,-0.027277635732323224,-0.017103061868686868,-1.565284659090909,0.003097427398989903,-0.2618419823232323,0.0489579414848197,0.051733128326730396,3.3247424704889976,1.6844504531497364,35.000454861111116,1.1920140749007937,1.4709635416666669,89.61382564484127,95.59375,1.15625,2.09375,40.46616471875,-3.4732510000000003,1.8640625000000002,89.56718749999999,-2.17288814484127,2
89.7390625,40.465531296875,-3.4786856875,586.8781250000001,3.96875,5.0,141.94375000000002,5.1107812500000005,0.15625,0.84375,0.0,1.0,-0.013619618055555529,-0.029323958333333334,-0.016351085069444445,-0.013489192708333313,-0.028502907986111107,-0.016584765624999998,-1.5765809027777777,0.0014226128472222231,1.3740447916666667,-0.11683815307034412,0.044221995349785416,3.4030422919771595,1.6617491179281039,15.016360119047619,0.13501432291666665,0.9902157738095239,89.38650669642857,90.9375,1.1875,1.671875,40.465526390625,-3.479101921875,2.4756875,89.3109375,1.0065780009920635,2
113.5421875,40.468862328125,-3.448287578125,587.3812499999999,4.328125,5.0,73.85,1.533046875,0.234375,0.953125,0.0,1.0,-0.009932749368686853,-0.002548437499999994,-0.0015801728219697019,-0.010569811395202003,-0.002469195864898991,-0.0018155263573232266,-1.5565845012626263,0.0025593552714646426,2.613298768939394,-0.18997965994648008,0.04383887704522415,3.3089893311271035,1.7552880063077587,5.938098958333333,-0.6505338541666666,0.5703125,113.33919270833334,111.5625,1.0,2.515625,40.468605015625,-3.4495358749999996,3.1425,113.34843749999999,1.0206510416666668,2
114.571875,40.4810895625,-3.407223734375,588.3031249999999,4.078125,5.0,57.5140625,0.93890625,0.15625,0.84375,0.0,1.0,-0.007407402146464629,-0.00013315972222221404,-0.0008207544191919218,-0.007818639520202005,0.00031235795454544386,-0.000988746843434339,-1.5473405776515152,0.002618339646464642,2.6461466856060607,-0.11993603310670191,0.05638573920209827,3.19222290802814,1.747607960172782,17.685989583333335,0.13670572916666668,1.02734375,114.78216145833333,120.0,1.0,3.0,40.480660531249995,-3.408166890625,2.7198281250000003,114.690625,0.954765625,2
105.6796875,40.495276937499995,-3.3827813125,590.2046875,3.703125,5.0,51.715624999999996,0.6906406249999999,0.109375,0.421875,0.0,1.0,-0.008658159722222199,-0.0003350694444444485,-7.986111111108135e-06,-0.008807291666666649,-0.00029965277777778464,4.5138888888887315e-05,-1.5450664930555555,-0.0007899305555555499,2.605626215277778,0.015076137979062734,0.053252303620544075,3.1810898202025557,1.7258161941297605,33.552174479166666,0.9842057291666666,1.7213541666666665,106.004296875,120.0,1.015625,3.09375,40.494957765625,-3.383273328125,1.582765625,105.94999999999999,0.8806640625,2
